X,Y,OBJECTID,FileNumber,OccuranceYear,ReportedDate,ReportedTime,ReportedWeekday,Offense,OffenseCategory,HouseNumber,StreetName,City,ReportedDateText,ReportedTimeText,Lat,Lon
524360,5452150,1134770,2018-19528,2018,2018-08-20T00:00:00.000Z,2018-08-20T08:36:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,200XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 20, 2018",8:36 am,49.1992265,-122.5775593
528830,5451940,1134771,2018-19530,2018,2018-08-20T00:00:00.000Z,2018-08-20T08:47:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,MCINTOSH AVE,MAPLE RIDGE,"Aug 20, 2018",8:47 am,49.2196395,-122.5962907
529700,5451480,1134774,2018-19537,2018,2018-08-20T00:00:00.000Z,2018-08-20T09:46:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,RITCHIE AVE,MAPLE RIDGE,"Aug 20, 2018",9:46 am,49.2154767,-122.5913627
530280,5451350,1134776,2018-19542,2018,2018-08-20T00:00:00.000Z,2018-08-20T10:50:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,ADAIR ST,MAPLE RIDGE,"Aug 20, 2018",10:50 am,49.2132512,-122.5842579
530930,5450850,1134777,2018-19546,2018,2018-08-20T00:00:00.000Z,2018-08-20T11:34:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,114XX,233A ST,MAPLE RIDGE,"Aug 20, 2018",11:34 am,49.2096593,-122.5753706
525040,5452130,1134778,2018-19548,2018,2018-08-20T00:00:00.000Z,2018-08-20T11:47:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,203XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 20, 2018",11:47 am,49.2199546,-122.4428793
522300,5452640,1134781,2018-19563,2018,2018-08-20T00:00:00.000Z,2018-08-20T13:51:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,190XX,ADVENT RD,PITT MEADOWS,"Aug 20, 2018",1:51 pm,49.2260971,-122.6995383
526810,5451410,1134783,2018-19573,2018,2018-08-20T00:00:00.000Z,2018-08-20T15:17:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,116XX,LAITY ST,MAPLE RIDGE,"Aug 20, 2018",3:17 pm,49.2171373,-122.631898
533460,5449570,1134785,2018-19583,2018,2018-08-20T00:00:00.000Z,2018-08-20T16:49:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,245XX,KIMOLA DR,MAPLE RIDGE,"Aug 20, 2018",4:49 pm,49.1978343,-122.5417355
528330,5452040,1134786,2018-19585,2018,2018-08-20T00:00:00.000Z,2018-08-20T17:04:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,220XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 20, 2018",5:04 pm,49.2199546,-122.4428793
528820,5451110,1134787,2018-19593,2018,2018-08-20T00:00:00.000Z,2018-08-20T18:42:00.000Z,Monday,THEFT BICYCLE UNDER $5000,BIKE THEFT,223XX,RIVER RD,MAPLE RIDGE,"Aug 20, 2018",6:42 pm,49.1733016,-122.477056
526380,5452590,1134788,2018-19616,2018,2018-08-21T00:00:00.000Z,2018-08-21T01:28:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,210XX,STONEHOUSE AVE,MAPLE RIDGE,"Aug 21, 2018",1:28 am,49.2254789,-122.6361164
540210,5450590,1134789,2018-19627,2018,2018-08-21T00:00:00.000Z,2018-08-21T07:26:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,112XX,GRAHAM ST,MAPLE RIDGE,"Aug 21, 2018",7:26 am,49.207548,-122.4479481
522610,5452330,1134790,2018-19639,2018,2018-08-21T00:00:00.000Z,2018-08-21T09:26:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,121XX,HARRIS RD,PITT MEADOWS,"Aug 21, 2018",9:26 am,49.2302871,-122.689463
526860,5451660,1134792,2018-19654,2018,2018-08-21T00:00:00.000Z,2018-08-21T11:37:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,212XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 21, 2018",11:37 am,49.1992265,-122.5775593
529200,5451920,1134793,2018-19663,2018,2018-08-21T00:00:00.000Z,2018-08-21T13:29:00.000Z,Tuesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,119XX,HANEY PL,MAPLE RIDGE,"Aug 21, 2018",1:29 pm,49.2190735,-122.6002259
525600,5451780,1134797,2018-19693,2018,2018-08-21T00:00:00.000Z,2018-08-21T19:59:00.000Z,Tuesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,206XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 21, 2018",7:59 pm,49.1992265,-122.5775593
522370,5452230,1134799,2018-19697,2018,2018-08-21T00:00:00.000Z,2018-08-21T20:27:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,190XX,FORD RD,PITT MEADOWS,"Aug 21, 2018",8:27 pm,49.2225195,-122.7413051
523110,5452890,1134803,2018-19721,2018,2018-08-22T00:00:00.000Z,2018-08-22T07:23:00.000Z,Wednesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,194XX,LOUGHEED HWY,PITT MEADOWS,"Aug 22, 2018",7:23 am,49.2245003,-122.6724567
528130,5451740,1134805,2018-19726,2018,2018-08-22T00:00:00.000Z,2018-08-22T09:26:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,219XX,WICKLOW WAY,MAPLE RIDGE,"Aug 22, 2018",9:26 am,49.2185551,-122.6153591
523790,5452490,1134806,2018-19727,2018,2018-08-22T00:00:00.000Z,2018-08-22T10:11:00.000Z,Wednesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,198XX,LOUGHEED HWY,PITT MEADOWS,"Aug 22, 2018",10:11 am,49.2238573,-122.672566973027
528910,5451640,1134808,2018-19762,2018,2018-08-22T00:00:00.000Z,2018-08-22T15:23:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,223XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 22, 2018",3:23 pm,49.1992265,-122.5775593
524820,5451730,1134811,2018-19810,2018,2018-08-23T00:00:00.000Z,2018-08-23T03:30:00.000Z,Thursday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,202XX,PATTERSON AVE,MAPLE RIDGE,"Aug 23, 2018",3:30 am,49.2178107,-122.6582624
532560,5448300,1134814,2018-19841,2018,2018-08-23T00:00:00.000Z,2018-08-23T11:12:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,241XX,101A AVE,MAPLE RIDGE,"Aug 23, 2018",11:12 am,49.1866856,-122.5484649
529200,5451920,1134815,2018-19842,2018,2018-08-23T00:00:00.000Z,2018-08-23T11:14:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Aug 23, 2018",11:14 am,49.2190735,-122.6002259
531880,5451540,1134817,2018-19849,2018,2018-08-23T00:00:00.000Z,2018-08-23T11:59:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,117XX,CREEKSIDE ST,MAPLE RIDGE,"Aug 23, 2018",11:59 am,49.2115822,-122.5640988
523950,5451580,1134818,2018-19851,2018,2018-08-23T00:00:00.000Z,2018-08-23T12:08:00.000Z,Wednesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,198XX,FAIRFIELD AVE,PITT MEADOWS,"Aug 23, 2018",12:08 pm,49.2165351,-122.6715233
524630,5452010,1134819,2018-19856,2018,2018-08-23T00:00:00.000Z,2018-08-23T12:56:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,202XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 23, 2018",12:56 pm,49.1992265,-122.5775593
532200,5452050,1134820,2018-19865,2018,2018-08-23T00:00:00.000Z,2018-08-23T14:00:00.000Z,Thursday,THEFT BICYCLE UNDER $5000,BIKE THEFT,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 23, 2018",2:00 pm,49.2199546,-122.4428793
529060,5451890,1134822,2018-19899,2018,2018-08-23T00:00:00.000Z,2018-08-23T19:43:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Aug 23, 2018",7:43 pm,49.2190735,-122.6002259
522260,5450640,1134823,2018-19905,2018,2018-08-23T00:00:00.000Z,2018-08-23T21:34:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,190XX,AIRPORT WAY,PITT MEADOWS,"Aug 23, 2018",9:34 pm,49.2084055,-122.6732552
527750,5451340,1134826,2018-19921,2018,2018-08-24T00:00:00.000Z,2018-08-24T07:08:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,217XX,RIVER RD,MAPLE RIDGE,"Aug 24, 2018",7:08 am,49.1733016,-122.477056
522600,5452350,1134828,2018-19947,2018,2018-08-24T00:00:00.000Z,2018-08-24T10:30:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,121XX,HARRIS RD,PITT MEADOWS,"Aug 24, 2018",10:30 am,49.2302871,-122.689463
532110,5452050,1134831,2018-19957,2018,2018-08-24T00:00:00.000Z,2018-08-24T12:32:00.000Z,Friday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 24, 2018",12:32 pm,49.2199546,-122.4428793
532370,5449880,1134834,2018-20000,2018,2018-08-24T00:00:00.000Z,2018-08-24T21:15:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,240XX,109A AVE,MAPLE RIDGE,"Aug 24, 2018",9:15 pm,49.2008438,-122.555226
522330,5453340,1134836,2018-20022,2018,2018-08-25T00:00:00.000Z,2018-08-25T01:36:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,190XX,LOUGHEED HWY,PITT MEADOWS,"Aug 25, 2018",1:36 am,49.2245003,-122.6724567
532390,5448690,1134838,2018-20036,2018,2018-08-25T00:00:00.000Z,2018-08-25T08:07:00.000Z,Friday,THEFT OF AUTO UNDER $5000,AUTO THEFT,103XX,240A ST,MAPLE RIDGE,"Aug 25, 2018",8:07 am,49.1951909,-122.5554242
529330,5452040,1134843,2018-20083,2018,2018-08-25T00:00:00.000Z,2018-08-25T20:04:00.000Z,Saturday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 25, 2018",8:04 pm,49.2199546,-122.4428793
529420,5452040,1134844,2018-20093,2018,2018-08-25T00:00:00.000Z,2018-08-25T21:41:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 25, 2018",9:41 pm,49.2199546,-122.4428793
522330,5451460,1134846,2018-20117,2018,2018-08-26T00:00:00.000Z,2018-08-26T09:45:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,190XX,117A AVE,PITT MEADOWS,"Aug 26, 2018",9:45 am,49.2155697,-122.6768844
527850,5452050,1134847,2018-20128,2018,2018-08-26T00:00:00.000Z,2018-08-26T11:33:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,218XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 26, 2018",11:33 am,49.2199546,-122.4428793
532160,5454670,1134849,2018-20157,2018,2018-08-26T00:00:00.000Z,2018-08-26T18:27:00.000Z,Sunday,TAKE AUTO W/O CONSENT U/$5000,AUTO THEFT,132XX,239B ST,MAPLE RIDGE,"Aug 26, 2018",6:27 pm,49.242254,-122.558453
524630,5452010,1134850,2018-20159,2018,2018-08-26T00:00:00.000Z,2018-08-26T19:03:00.000Z,Sunday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,202XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 26, 2018",7:03 pm,49.1992265,-122.5775593
523070,5451340,1134851,2018-20174,2018,2018-08-26T00:00:00.000Z,2018-08-26T23:38:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,194XX,116B AVE,PITT MEADOWS,"Aug 26, 2018",11:38 pm,49.2143998,-122.6821509
526520,5452360,1134852,2018-20185,2018,2018-08-27T00:00:00.000Z,2018-08-27T05:19:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,211XX,WICKLUND AVE,MAPLE RIDGE,"Aug 27, 2018",5:19 am,49.2233933,-122.6560832
528580,5452040,1134853,2018-20187,2018,2018-08-27T00:00:00.000Z,2018-08-27T06:29:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,221XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 27, 2018",6:29 am,49.2199546,-122.4428793
519900,5454600,1134854,2018-20189,2018,2018-08-27T00:00:00.000Z,2018-08-27T08:00:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,132XX,KENNEDY RD,PITT MEADOWS,"Aug 27, 2018",8:00 am,49.2428145,-122.7199154
522390,5450640,1134856,2018-20195,2018,2018-08-27T00:00:00.000Z,2018-08-27T08:47:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,191XX,AIRPORT WAY,PITT MEADOWS,"Aug 27, 2018",8:47 am,49.2084055,-122.6732552
522670,5451260,1134857,2018-20201,2018,2018-08-27T00:00:00.000Z,2018-08-27T10:33:00.000Z,Monday,THEFT OF TRUCK OVER $5000,AUTO THEFT,116XX,COBBLESTONE LANE,PITT MEADOWS,"Aug 27, 2018",10:33 am,49.2134763,-122.6887018
523760,5452500,1134858,2018-20212,2018,2018-08-27T00:00:00.000Z,2018-08-27T12:26:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,198XX,LOUGHEED HWY,PITT MEADOWS,"Aug 27, 2018",12:26 pm,49.2238573,-122.672566973027
521180,5454650,1134859,2018-20213,2018,2018-08-27T00:00:00.000Z,2018-08-27T12:27:00.000Z,Monday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,184XX,OLD DEWDNEY TRUNK RD,PITT MEADOWS,"Aug 27, 2018",12:27 pm,49.2440576,-122.7184565
525610,5452030,1134861,2018-20221,2018,2018-08-27T00:00:00.000Z,2018-08-27T13:40:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,206XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 27, 2018",1:40 pm,49.2199546,-122.4428793
528750,5452040,1134862,2018-20244,2018,2018-08-27T00:00:00.000Z,2018-08-27T19:10:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,222XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Aug 27, 2018",7:10 pm,49.2199546,-122.4428793
529920,5452900,1134865,2018-20271,2018,2018-08-28T00:00:00.000Z,2018-08-28T08:20:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,228XX,ABERNETHY LANE,MAPLE RIDGE,"Aug 28, 2018",8:20 am,49.2287056,-122.5843605
522610,5451490,1134866,2018-20272,2018,2018-08-28T00:00:00.000Z,2018-08-28T08:40:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,117XX,HARRIS RD,PITT MEADOWS,"Aug 28, 2018",8:40 am,49.2302871,-122.689463
524630,5452010,1134867,2018-20274,2018,2018-08-28T00:00:00.000Z,2018-08-28T08:57:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,202XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 28, 2018",8:57 am,49.1992265,-122.5775593
520910,5454650,1134868,2018-20276,2018,2018-08-28T00:00:00.000Z,2018-08-28T09:16:00.000Z,Tuesday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,183XX,OLD DEWDNEY TRUNK RD,PITT MEADOWS,"Aug 28, 2018",9:16 am,49.2440576,-122.7184565
531600,5451780,1134869,2018-20280,2018,2018-08-28T00:00:00.000Z,2018-08-28T10:08:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,118XX,236B ST,MAPLE RIDGE,"Aug 28, 2018",10:08 am,49.2175872,-122.5660198
522610,5452750,1134873,2018-20288,2018,2018-08-28T00:00:00.000Z,2018-08-28T10:46:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,123XX,HARRIS RD,PITT MEADOWS,"Aug 28, 2018",10:46 am,49.2302871,-122.689463
531800,5451430,1134874,2018-20295,2018,2018-08-28T00:00:00.000Z,2018-08-28T12:12:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,117XX,CREEKSIDE ST,MAPLE RIDGE,"Aug 28, 2018",12:12 pm,49.2115822,-122.5640988
528890,5451090,1134876,2018-20302,2018,2018-08-28T00:00:00.000Z,2018-08-28T13:01:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,RIVER RD,MAPLE RIDGE,"Aug 28, 2018",1:01 pm,49.1733016,-122.477056
528090,5451880,1134879,2018-20320,2018,2018-08-28T00:00:00.000Z,2018-08-28T16:06:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,219XX,ACADIA ST,MAPLE RIDGE,"Aug 28, 2018",4:06 pm,49.2231211,-122.6154821
532940,5449260,1134880,2018-20348,2018,2018-08-29T00:00:00.000Z,2018-08-29T00:25:00.000Z,Wednesday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,243XX,MCCLURE DR,MAPLE RIDGE,"Aug 29, 2018",12:25 am,49.1965513,-122.5389607
522600,5452220,1134882,2018-20365,2018,2018-08-29T00:00:00.000Z,2018-08-29T10:23:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,120XX,HARRIS RD,PITT MEADOWS,"Aug 29, 2018",10:23 am,49.2302871,-122.689463
529170,5451540,1134883,2018-20374,2018,2018-08-29T00:00:00.000Z,2018-08-29T11:46:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,224XX,NORTH AVE,MAPLE RIDGE,"Aug 29, 2018",11:46 am,49.2160106,-122.6069412
530820,5452290,1134885,2018-20412,2018,2018-08-29T00:00:00.000Z,2018-08-29T18:19:00.000Z,Saturday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,121XX,232B ST,MAPLE RIDGE,"Aug 29, 2018",6:19 pm,49.2147754,-122.5770278
529610,5451140,1134886,2018-20417,2018,2018-08-29T00:00:00.000Z,2018-08-29T19:21:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,HOLYROOD AVE,MAPLE RIDGE,"Aug 29, 2018",7:21 pm,49.2122959,-122.5939042
533130,5454690,1134887,2018-20421,2018,2018-08-29T00:00:00.000Z,2018-08-29T20:15:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,244XX,FERN CRES,MAPLE RIDGE,"Aug 29, 2018",8:15 pm,49.2378665,-122.563499
529950,5451070,1134893,2018-20456,2018,2018-08-30T00:00:00.000Z,2018-08-30T08:37:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,115XX,BURNETT ST,MAPLE RIDGE,"Aug 30, 2018",8:37 am,49.2086842,-122.5893156
529780,5451580,1134895,2018-20461,2018,2018-08-30T00:00:00.000Z,2018-08-30T10:21:00.000Z,Thursday,THEFT BICYCLE UNDER $5000,BIKE THEFT,227XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 30, 2018",10:21 am,49.1992265,-122.5775593
523430,5450910,1134896,2018-20467,2018,2018-08-30T00:00:00.000Z,2018-08-30T11:37:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,114XX,BONSON RD,PITT MEADOWS,"Aug 30, 2018",11:37 am,49.2155633,-122.6782535
523690,5451280,1134898,2018-20483,2018,2018-08-30T00:00:00.000Z,2018-08-30T13:55:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,197XX,116A AVE,PITT MEADOWS,"Aug 30, 2018",1:55 pm,49.2135166,-122.6858507
528650,5451170,1134899,2018-20485,2018,2018-08-30T00:00:00.000Z,2018-08-30T14:45:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,222XX,RIVER RD,MAPLE RIDGE,"Aug 30, 2018",2:45 pm,49.1733016,-122.477056
526130,5460120,1134900,2018-20486,2018,2018-08-30T00:00:00.000Z,2018-08-30T14:50:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,209XX,LADNER RD,PITT MEADOWS,"Aug 30, 2018",2:50 pm,49.2933451,-122.6311074
530930,5451590,1134909,2018-20550,2018,2018-08-31T00:00:00.000Z,2018-08-31T08:00:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,117XX,GLENHURST ST,MAPLE RIDGE,"Aug 31, 2018",8:00 am,49.2238923,-122.5755551
532870,5450560,1134910,2018-20556,2018,2018-08-31T00:00:00.000Z,2018-08-31T08:45:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,243A ST,MAPLE RIDGE,"Aug 31, 2018",8:45 am,49.2063537,-122.5488166
527600,5451650,1134912,2018-20584,2018,2018-08-31T00:00:00.000Z,2018-08-31T14:26:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,216XX,LOUGHEED HWY,MAPLE RIDGE,"Aug 31, 2018",2:26 pm,49.1992265,-122.5775593
533730,5448750,1134914,2018-20621,2018,2018-08-31T00:00:00.000Z,2018-08-31T21:14:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,247XX,103B AVE,MAPLE RIDGE,"Aug 31, 2018",9:14 pm,49.1906215,-122.5369444
522680,5453160,1134915,2018-20628,2018,2018-08-31T00:00:00.000Z,2018-08-31T22:29:00.000Z,Friday,THEFT MOTORCYCLE OVER $5000,AUTO THEFT,192XX,LOUGHEED HWY,PITT MEADOWS,"Aug 31, 2018",10:29 pm,49.2245003,-122.6724567
531080,5450780,1134917,2018-20658,2018,2018-09-01T00:00:00.000Z,2018-09-01T08:26:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,114XX,234A ST,MAPLE RIDGE,"Sep 01, 2018",8:26 am,49.2033467,-122.5727437
533130,5450600,1134918,2018-20663,2018,2018-09-01T00:00:00.000Z,2018-09-01T09:52:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,244XX,112B AVE,MAPLE RIDGE,"Sep 01, 2018",9:52 am,49.207344,-122.5476672
533880,5449070,1134920,2018-20679,2018,2018-09-01T00:00:00.000Z,2018-09-01T13:25:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,247XX,105A AVE,MAPLE RIDGE,"Sep 01, 2018",1:25 pm,49.19354,-122.5358444
529980,5451750,1134921,2018-20690,2018,2018-09-01T00:00:00.000Z,2018-09-01T15:37:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,118XX,BURNETT ST,MAPLE RIDGE,"Sep 01, 2018",3:37 pm,49.2086842,-122.5893156
531620,5450370,1134923,2018-20710,2018,2018-09-01T00:00:00.000Z,2018-09-01T19:11:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,111XX,CREEKSIDE ST,MAPLE RIDGE,"Sep 01, 2018",7:11 pm,49.2115822,-122.5640988
528140,5451350,1134925,2018-20759,2018,2018-09-02T00:00:00.000Z,2018-09-02T08:34:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,219XX,RIVER RD,MAPLE RIDGE,"Sep 02, 2018",8:34 am,49.1733016,-122.477056
525710,5452330,1134927,2018-20778,2018,2018-09-02T00:00:00.000Z,2018-09-02T13:38:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,122XX,207A ST,MAPLE RIDGE,"Sep 02, 2018",1:38 pm,49.2241922,-122.6469563
529020,5452040,1134928,2018-20793,2018,2018-09-02T00:00:00.000Z,2018-09-02T16:06:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Sep 02, 2018",4:06 pm,49.2199546,-122.4428793
525860,5457650,1134929,2018-20811,2018,2018-09-02T00:00:00.000Z,2018-09-02T19:50:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,148XX,NEAVES RD,PITT MEADOWS,"Sep 02, 2018",7:50 pm,49.2489981,-122.6447529
525060,5453120,1134930,2018-20825,2018,2018-09-02T00:00:00.000Z,2018-09-02T22:19:00.000Z,Sunday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,203XX,POWELL AVE,MAPLE RIDGE,"Sep 02, 2018",10:19 pm,49.2306735,-122.6568085
523070,5451340,1134932,2018-20842,2018,2018-09-03T00:00:00.000Z,2018-09-03T07:22:00.000Z,Monday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,194XX,116B AVE,PITT MEADOWS,"Sep 03, 2018",7:22 am,49.2143998,-122.6821509
529800,5452040,1134933,2018-20843,2018,2018-09-03T00:00:00.000Z,2018-09-03T07:38:00.000Z,Monday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,227XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Sep 03, 2018",7:38 am,49.2199546,-122.4428793
530800,5450180,1134934,2018-20856,2018,2018-09-03T00:00:00.000Z,2018-09-03T12:49:00.000Z,Monday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,232XX,KANAKA WAY,MAPLE RIDGE,"Sep 03, 2018",12:49 pm,49.20331,-122.5727678
523590,5450480,1134935,2018-20857,2018,2018-09-03T00:00:00.000Z,2018-09-03T13:04:00.000Z,Monday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,TULLY CRES,PITT MEADOWS,"Sep 03, 2018",1:04 pm,49.2070725,-122.6756468
529680,5451630,1134945,2018-20918,2018,2018-09-04T00:00:00.000Z,2018-09-04T08:29:00.000Z,Saturday,THEFT OF TRUCK OVER $5000,AUTO THEFT,227XX,LOUGHEED HWY,MAPLE RIDGE,"Sep 04, 2018",8:29 am,49.1992265,-122.5775593
524380,5450380,1134946,2018-20919,2018,2018-09-04T00:00:00.000Z,2018-09-04T08:55:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,200XX,OSPRING ST,MAPLE RIDGE,"Sep 04, 2018",8:55 am,49.2076857,-122.6609208
525940,5451740,1134947,2018-20920,2018,2018-09-04T00:00:00.000Z,2018-09-04T09:01:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,208XX,LOUGHEED HWY,MAPLE RIDGE,"Sep 04, 2018",9:01 am,49.1992265,-122.5775593
