X,Y,OBJECTID,FileNumber,OccuranceYear,ReportedDate,ReportedTime,ReportedWeekday,Offense,OffenseCategory,HouseNumber,StreetName,City,ReportedDateText,ReportedTimeText,Lat,Lon
529330,5452040,1133917,2018-12979,2018,2018-06-11T00:00:00.000Z,2018-06-11T11:15:00.000Z,Saturday,THEFT OF TRUCK OVER $5000,AUTO THEFT,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 11, 2018",11:15 am,49.2199546,-122.4428793
529330,5452040,1133918,2018-12983,2018,2018-06-11T00:00:00.000Z,2018-06-11T11:24:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 11, 2018",11:24 am,49.2199546,-122.4428793
529240,5451670,1133919,2018-12984,2018,2018-06-11T00:00:00.000Z,2018-06-11T11:29:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,225XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 11, 2018",11:29 am,49.1992265,-122.5775593
529240,5451670,1133920,2018-12991,2018,2018-06-11T00:00:00.000Z,2018-06-11T13:22:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,225XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 11, 2018",1:22 pm,49.1992265,-122.5775593
522600,5452350,1133921,2018-12999,2018,2018-06-11T00:00:00.000Z,2018-06-11T15:56:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,121XX,HARRIS RD,PITT MEADOWS,"Jun 11, 2018",3:56 pm,49.2302871,-122.689463
532210,5450260,1133928,2018-13046,2018,2018-06-12T00:00:00.000Z,2018-06-12T01:32:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,111XX,239A ST,MAPLE RIDGE,"Jun 12, 2018",1:32 am,49.2048137,-122.5573205
529420,5452040,1133929,2018-13047,2018,2018-06-12T00:00:00.000Z,2018-06-12T01:57:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,226XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 12, 2018",1:57 am,49.2199546,-122.4428793
523750,5449870,1133930,2018-13050,2018,2018-06-12T00:00:00.000Z,2018-06-12T02:47:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,109XX,WALTER FLORENCE RD,PITT MEADOWS,"Jun 12, 2018",2:47 am,49.2021096,-122.6736413
528280,5452380,1133932,2018-13060,2018,2018-06-12T00:00:00.000Z,2018-06-12T09:04:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,121XX,YORK ST,MAPLE RIDGE,"Jun 12, 2018",9:04 am,49.2220318,-122.611584
524820,5450110,1133934,2018-13068,2018,2018-06-12T00:00:00.000Z,2018-06-12T10:33:00.000Z,Tuesday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,202XX,CHIGWELL ST,MAPLE RIDGE,"Jun 12, 2018",10:33 am,49.2036929,-122.6584693
530440,5452150,1133936,2018-13092,2018,2018-06-12T00:00:00.000Z,2018-06-12T13:09:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,121XX,CHERRYWOOD DR,MAPLE RIDGE,"Jun 12, 2018",1:09 pm,49.2227056,-122.5836365
529250,5452000,1133937,2018-13095,2018,2018-06-12T00:00:00.000Z,2018-06-12T13:39:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jun 12, 2018",1:39 pm,49.2190735,-122.6002259
528280,5452380,1133941,2018-13159,2018,2018-06-13T00:00:00.000Z,2018-06-13T08:21:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,121XX,YORK ST,MAPLE RIDGE,"Jun 13, 2018",8:21 am,49.2220318,-122.611584
528280,5453100,1133945,2018-13200,2018,2018-06-13T00:00:00.000Z,2018-06-13T15:24:00.000Z,Friday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,220XX,125A AVE,MAPLE RIDGE,"Jun 13, 2018",3:24 pm,49.2298238,-122.592872
524440,5450780,1133946,2018-13220,2018,2018-06-13T00:00:00.000Z,2018-06-13T17:03:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,201XX,113B AVE,MAPLE RIDGE,"Jun 13, 2018",5:03 pm,49.2084925,-122.6704234
532200,5452050,1133947,2018-13221,2018,2018-06-13T00:00:00.000Z,2018-06-13T17:15:00.000Z,Wednesday,BREAK & ENTER-OTHER,BREAK & ENTER - OTH,239XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 13, 2018",5:15 pm,49.2199546,-122.4428793
524420,5449830,1133948,2018-13236,2018,2018-06-13T00:00:00.000Z,2018-06-13T19:41:00.000Z,Wednesday,THEFT BICYCLE UNDER $5000,BIKE THEFT,200XX,WHARF ST,MAPLE RIDGE,"Jun 13, 2018",7:41 pm,49.2024764,-122.6571185
522600,5452270,1133949,2018-13256,2018,2018-06-14T00:00:00.000Z,2018-06-14T03:18:00.000Z,Thursday,THEFT OF AUTO UNDER $5000,AUTO THEFT,121XX,HARRIS RD,PITT MEADOWS,"Jun 14, 2018",3:18 am,49.2302871,-122.689463
531680,5450900,1133950,2018-13261,2018,2018-06-14T00:00:00.000Z,2018-06-14T07:12:00.000Z,Thursday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,237XX,114A AVE,MAPLE RIDGE,"Jun 14, 2018",7:12 am,49.2100449,-122.5650817
529670,5453330,1133952,2018-13278,2018,2018-06-14T00:00:00.000Z,2018-06-14T09:54:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,126B AVE,MAPLE RIDGE,"Jun 14, 2018",9:54 am,49.2317932,-122.5903339
528910,5451640,1133955,2018-13284,2018,2018-06-14T00:00:00.000Z,2018-06-14T10:44:00.000Z,Wednesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 14, 2018",10:44 am,49.1992265,-122.5775593
528580,5451640,1133960,2018-13322,2018,2018-06-14T00:00:00.000Z,2018-06-14T16:17:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 14, 2018",4:17 pm,49.1992265,-122.5775593
529120,5452040,1133962,2018-13330,2018,2018-06-14T00:00:00.000Z,2018-06-14T18:36:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 14, 2018",6:36 pm,49.2199546,-122.4428793
525270,5451310,1133963,2018-13339,2018,2018-06-14T00:00:00.000Z,2018-06-14T19:50:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,205XX,DENIZA AVE,MAPLE RIDGE,"Jun 14, 2018",7:50 pm,49.214077,-122.6543252
528430,5451640,1133965,2018-13364,2018,2018-06-15T00:00:00.000Z,2018-06-15T07:58:00.000Z,Thursday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 15, 2018",7:58 am,49.1992265,-122.5775593
529170,5452010,1133966,2018-13372,2018,2018-06-15T00:00:00.000Z,2018-06-15T10:07:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,119XX,HANEY PL,MAPLE RIDGE,"Jun 15, 2018",10:07 am,49.2190735,-122.6002259
522610,5451490,1133970,2018-13395,2018,2018-06-15T00:00:00.000Z,2018-06-15T13:48:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,117XX,HARRIS RD,PITT MEADOWS,"Jun 15, 2018",1:48 pm,49.2302871,-122.689463
529060,5452040,1133971,2018-13404,2018,2018-06-15T00:00:00.000Z,2018-06-15T15:14:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 15, 2018",3:14 pm,49.2199546,-122.4428793
533680,5449510,1133972,2018-13405,2018,2018-06-15T00:00:00.000Z,2018-06-15T15:11:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,247XX,MCCLURE DR,MAPLE RIDGE,"Jun 15, 2018",3:11 pm,49.1965513,-122.5389607
529200,5451920,1133976,2018-13467,2018,2018-06-16T00:00:00.000Z,2018-06-16T10:54:00.000Z,Saturday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jun 16, 2018",10:54 am,49.2190735,-122.6002259
523760,5452500,1133977,2018-13471,2018,2018-06-16T00:00:00.000Z,2018-06-16T12:16:00.000Z,Friday,THEFT OF TRUCK UNDER $5000,AUTO THEFT,198XX,LOUGHEED HWY,PITT MEADOWS,"Jun 16, 2018",12:16 pm,49.2238573,-122.672566973027
533130,5454690,1133979,2018-13495,2018,2018-06-16T00:00:00.000Z,2018-06-16T19:48:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,244XX,FERN CRES,MAPLE RIDGE,"Jun 16, 2018",7:48 pm,49.2378665,-122.563499
524390,5452130,1133981,2018-13523,2018,2018-06-17T00:00:00.000Z,2018-06-17T02:13:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,201XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 17, 2018",2:13 am,49.1992265,-122.5775593
529250,5452900,1133984,2018-13554,2018,2018-06-17T00:00:00.000Z,2018-06-17T13:31:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,124XX,EDGE ST,MAPLE RIDGE,"Jun 17, 2018",1:31 pm,49.2193759,-122.5978715
529060,5451890,1133985,2018-13569,2018,2018-06-17T00:00:00.000Z,2018-06-17T17:52:00.000Z,Sunday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,119XX,HANEY PL,MAPLE RIDGE,"Jun 17, 2018",5:52 pm,49.2190735,-122.6002259
529290,5453030,1133986,2018-13572,2018,2018-06-17T00:00:00.000Z,2018-06-17T18:10:00.000Z,Sunday,THEFT BICYCLE UNDER $5000,BIKE THEFT,125XX,IZON CRT,MAPLE RIDGE,"Jun 17, 2018",6:10 pm,49.2293772,-122.5975627
529640,5455300,1133989,2018-13583,2018,2018-06-17T00:00:00.000Z,2018-06-17T22:18:00.000Z,Sunday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,227XX,136A AVE,MAPLE RIDGE,"Jun 17, 2018",10:18 pm,49.2504026,-122.5871224
528660,5451540,1133993,2018-13607,2018,2018-06-18T00:00:00.000Z,2018-06-18T10:26:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,222XX,NORTH AVE,MAPLE RIDGE,"Jun 18, 2018",10:26 am,49.2160106,-122.6069412
529120,5452040,1133994,2018-13610,2018,2018-06-18T00:00:00.000Z,2018-06-18T10:56:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 18, 2018",10:56 am,49.2199546,-122.4428793
527440,5453660,1133995,2018-13613,2018,2018-06-18T00:00:00.000Z,2018-06-18T11:15:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,215XX,128TH AVE,MAPLE RIDGE,"Jun 18, 2018",11:15 am,49.231885,-122.6024736
522390,5450640,1133996,2018-13618,2018,2018-06-18T00:00:00.000Z,2018-06-18T11:57:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,191XX,AIRPORT WAY,PITT MEADOWS,"Jun 18, 2018",11:57 am,49.2084055,-122.6732552
523610,5452660,1133997,2018-13619,2018,2018-06-18T00:00:00.000Z,2018-06-18T12:10:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,196XX,MEADOW GARDENS WAY,PITT MEADOWS,"Jun 18, 2018",12:10 pm,49.2259124,-122.676111
525100,5451850,1133999,2018-13628,2018,2018-06-18T00:00:00.000Z,2018-06-18T13:31:00.000Z,Monday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,204XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 18, 2018",1:31 pm,49.1992265,-122.5775593
526780,5451530,1134001,2018-13674,2018,2018-06-18T00:00:00.000Z,2018-06-18T22:35:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,212XX,CUTLER PL,MAPLE RIDGE,"Jun 18, 2018",10:35 pm,49.2159416,-122.6335031
527310,5452040,1134002,2018-13688,2018,2018-06-19T00:00:00.000Z,2018-06-19T05:05:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,215XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 19, 2018",5:05 am,49.2199546,-122.4428793
528980,5451650,1134003,2018-13690,2018,2018-06-19T00:00:00.000Z,2018-06-19T05:24:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 19, 2018",5:24 am,49.1992265,-122.5775593
529970,5451250,1134004,2018-13695,2018,2018-06-19T00:00:00.000Z,2018-06-19T06:50:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,115XX,BURNETT ST,MAPLE RIDGE,"Jun 19, 2018",6:50 am,49.2086842,-122.5893156
522610,5451890,1134005,2018-13699,2018,2018-06-19T00:00:00.000Z,2018-06-19T08:08:00.000Z,Tuesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,119XX,HARRIS RD,PITT MEADOWS,"Jun 19, 2018",8:08 am,49.2302871,-122.689463
522610,5453100,1134008,2018-13709,2018,2018-06-19T00:00:00.000Z,2018-06-19T09:43:00.000Z,Tuesday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,125XX,HARRIS RD,PITT MEADOWS,"Jun 19, 2018",9:43 am,49.2302871,-122.689463
524470,5452520,1134009,2018-13710,2018,2018-06-19T00:00:00.000Z,2018-06-19T10:15:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,201XX,TELEP AVE,MAPLE RIDGE,"Jun 19, 2018",10:15 am,49.2254683,-122.6613048
524990,5451870,1134012,2018-13721,2018,2018-06-19T00:00:00.000Z,2018-06-19T12:22:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,203XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 19, 2018",12:22 pm,49.1992265,-122.5775593
528840,5451640,1134013,2018-13722,2018,2018-06-19T00:00:00.000Z,2018-06-19T12:26:00.000Z,Monday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,223XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 19, 2018",12:26 pm,49.1992265,-122.5775593
528960,5452040,1134015,2018-13752,2018,2018-06-19T00:00:00.000Z,2018-06-19T16:23:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,223XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 19, 2018",4:23 pm,49.2199546,-122.4428793
533130,5454690,1134016,2018-13769,2018,2018-06-19T00:00:00.000Z,2018-06-19T20:27:00.000Z,Tuesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,244XX,FERN CRES,MAPLE RIDGE,"Jun 19, 2018",8:27 pm,49.2378665,-122.563499
529330,5452040,1134023,2018-13812,2018,2018-06-20T00:00:00.000Z,2018-06-20T11:03:00.000Z,Sunday,THEFT OF TRUCK OVER $5000,AUTO THEFT,225XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 20, 2018",11:03 am,49.2199546,-122.4428793
529250,5452000,1134024,2018-13816,2018,2018-06-20T00:00:00.000Z,2018-06-20T11:42:00.000Z,Wednesday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,119XX,HANEY PL,MAPLE RIDGE,"Jun 20, 2018",11:42 am,49.2190735,-122.6002259
531270,5448660,1134025,2018-13836,2018,2018-06-20T00:00:00.000Z,2018-06-20T16:02:00.000Z,Wednesday,THEFT OF TRUCK OVER $5000,AUTO THEFT,234XX,RIVER RD,MAPLE RIDGE,"Jun 20, 2018",4:02 pm,49.1733016,-122.477056
529930,5451450,1134027,2018-13843,2018,2018-06-20T00:00:00.000Z,2018-06-20T16:43:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,228XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 20, 2018",4:43 pm,49.1992265,-122.5775593
529610,5451650,1134028,2018-13862,2018,2018-06-20T00:00:00.000Z,2018-06-20T20:56:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 20, 2018",8:56 pm,49.1992265,-122.5775593
530720,5452750,1134029,2018-13864,2018,2018-06-20T00:00:00.000Z,2018-06-20T21:17:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,232XX,AURORA PL,MAPLE RIDGE,"Jun 20, 2018",9:17 pm,49.2267364,-122.577674
526640,5452160,1134030,2018-13877,2018,2018-06-21T00:00:00.000Z,2018-06-21T07:12:00.000Z,Wednesday,THEFT MOTORCYCLE UNDER $5000,AUTO THEFT,211XX,GLENWOOD AVE,MAPLE RIDGE,"Jun 21, 2018",7:12 am,49.2220467,-122.6287273
533130,5454690,1134031,2018-13893,2018,2018-06-21T00:00:00.000Z,2018-06-21T12:25:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,244XX,FERN CRES,MAPLE RIDGE,"Jun 21, 2018",12:25 pm,49.2378665,-122.563499
528600,5452150,1134033,2018-13910,2018,2018-06-21T00:00:00.000Z,2018-06-21T16:13:00.000Z,Wednesday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,221XX,CHURCH AVE,MAPLE RIDGE,"Jun 21, 2018",4:13 pm,49.2214237,-122.6071772
529600,5451660,1134036,2018-13952,2018,2018-06-22T00:00:00.000Z,2018-06-22T01:21:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 22, 2018",1:21 am,49.1992265,-122.5775593
520670,5452230,1134037,2018-13955,2018,2018-06-22T00:00:00.000Z,2018-06-22T03:15:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,182XX,FORD RD,PITT MEADOWS,"Jun 22, 2018",3:15 am,49.2225195,-122.7413051
530280,5451280,1134039,2018-13963,2018,2018-06-22T00:00:00.000Z,2018-06-22T07:04:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,ADAIR ST,MAPLE RIDGE,"Jun 22, 2018",7:04 am,49.2132512,-122.5842579
530870,5449370,1134040,2018-13971,2018,2018-06-22T00:00:00.000Z,2018-06-22T09:15:00.000Z,Wednesday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,233XX,RIVER RD,MAPLE RIDGE,"Jun 22, 2018",9:15 am,49.1733016,-122.477056
530100,5451350,1134041,2018-13974,2018,2018-06-22T00:00:00.000Z,2018-06-22T09:27:00.000Z,Thursday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,229XX,GILLEY AVE,MAPLE RIDGE,"Jun 22, 2018",9:27 am,49.2140389,-122.5905726
530040,5451290,1134043,2018-13987,2018,2018-06-22T00:00:00.000Z,2018-06-22T11:47:00.000Z,Thursday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,228XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 22, 2018",11:47 am,49.1992265,-122.5775593
525290,5452220,1134046,2018-14020,2018,2018-06-22T00:00:00.000Z,2018-06-22T18:31:00.000Z,Friday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,205XX,120B AVE,MAPLE RIDGE,"Jun 22, 2018",6:31 pm,49.2213282,-122.4764193
528890,5451090,1134048,2018-14055,2018,2018-06-22T00:00:00.000Z,2018-06-22T23:37:00.000Z,Friday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,223XX,RIVER RD,MAPLE RIDGE,"Jun 22, 2018",11:37 pm,49.1733016,-122.477056
522610,5453100,1134049,2018-14060,2018,2018-06-23T00:00:00.000Z,2018-06-23T00:43:00.000Z,Saturday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,125XX,HARRIS RD,PITT MEADOWS,"Jun 23, 2018",12:43 am,49.2302871,-122.689463
522150,5452110,1134051,2018-14076,2018,2018-06-23T00:00:00.000Z,2018-06-23T08:32:00.000Z,Friday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,120XX,189B ST,PITT MEADOWS,"Jun 23, 2018",8:32 am,49.221628,-122.6958046
525520,5450950,1134052,2018-14077,2018,2018-06-23T00:00:00.000Z,2018-06-23T08:34:00.000Z,Saturday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,114XX,DARTFORD ST,MAPLE RIDGE,"Jun 23, 2018",8:34 am,49.208667,-122.6496282
524250,5455820,1134053,2018-14080,2018,2018-06-23T00:00:00.000Z,2018-06-23T09:35:00.000Z,Friday,THEFT OF TRUCK OVER $5000,AUTO THEFT,138XX,MCKECHNIE RD,PITT MEADOWS,"Jun 23, 2018",9:35 am,49.2589133,-122.666767
524940,5451320,1134054,2018-14085,2018,2018-06-23T00:00:00.000Z,2018-06-23T10:29:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,203XX,THORNE AVE,MAPLE RIDGE,"Jun 23, 2018",10:29 am,49.2148617,-122.6533789
529120,5452040,1134057,2018-14092,2018,2018-06-23T00:00:00.000Z,2018-06-23T12:49:00.000Z,Friday,THEFT BICYCLE UNDER $5000,BIKE THEFT,224XX,DEWDNEY TRUNK RD,MAPLE RIDGE,"Jun 23, 2018",12:49 pm,49.2199546,-122.4428793
522600,5450700,1134059,2018-14114,2018,2018-06-23T00:00:00.000Z,2018-06-23T17:58:00.000Z,Saturday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,112XX,HARRIS RD,PITT MEADOWS,"Jun 23, 2018",5:58 pm,49.2302871,-122.689463
527500,5451650,1134064,2018-14155,2018,2018-06-24T00:00:00.000Z,2018-06-24T02:44:00.000Z,Sunday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,216XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 24, 2018",2:44 am,49.1992265,-122.5775593
525740,5451650,1134065,2018-14160,2018,2018-06-24T00:00:00.000Z,2018-06-24T03:48:00.000Z,Sunday,THEFT MOTORCYCLE UNDER $5000,AUTO THEFT,118XX,OWEN ST,MAPLE RIDGE,"Jun 24, 2018",3:48 am,49.2180471,-122.6465663
522610,5453100,1134066,2018-14161,2018,2018-06-24T00:00:00.000Z,2018-06-24T04:19:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,125XX,HARRIS RD,PITT MEADOWS,"Jun 24, 2018",4:19 am,49.2302871,-122.689463
522610,5452390,1134068,2018-14170,2018,2018-06-24T00:00:00.000Z,2018-06-24T10:26:00.000Z,Saturday,THEFT OF AUTO UNDER $5000,AUTO THEFT,121XX,HARRIS RD,PITT MEADOWS,"Jun 24, 2018",10:26 am,49.2302871,-122.689463
531030,5449050,1134069,2018-14175,2018,2018-06-24T00:00:00.000Z,2018-06-24T12:25:00.000Z,Sunday,BREAK & ENTER-BUSINESS,BREAK & ENTER - BUS,233XX,RIVER RD,MAPLE RIDGE,"Jun 24, 2018",12:25 pm,49.1733016,-122.477056
529700,5451480,1134073,2018-14205,2018,2018-06-24T00:00:00.000Z,2018-06-24T18:54:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,116XX,RITCHIE AVE,MAPLE RIDGE,"Jun 24, 2018",6:54 pm,49.2154767,-122.5913627
524790,5451930,1134080,2018-14247,2018,2018-06-25T00:00:00.000Z,2018-06-25T09:15:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,202XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",9:15 am,49.1992265,-122.5775593
529980,5451870,1134082,2018-14258,2018,2018-06-25T00:00:00.000Z,2018-06-25T11:55:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,119XX,BURNETT ST,MAPLE RIDGE,"Jun 25, 2018",11:55 am,49.2086842,-122.5893156
532220,5447940,1134083,2018-14264,2018,2018-06-25T00:00:00.000Z,2018-06-25T12:15:00.000Z,Saturday,THEFT OF TRUCK OVER $5000,AUTO THEFT,239XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",12:15 pm,49.1992265,-122.5775593
524990,5451870,1134085,2018-14278,2018,2018-06-25T00:00:00.000Z,2018-06-25T14:00:00.000Z,Monday,THEFT-OTHER OVER $5000,OTHER THEFT O/5000,203XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",2:00 pm,49.1992265,-122.5775593
529600,5451660,1134086,2018-14295,2018,2018-06-25T00:00:00.000Z,2018-06-25T16:53:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",4:53 pm,49.1992265,-122.5775593
529600,5451660,1134087,2018-14298,2018,2018-06-25T00:00:00.000Z,2018-06-25T17:33:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",5:33 pm,49.1992265,-122.5775593
528580,5451640,1134088,2018-14306,2018,2018-06-25T00:00:00.000Z,2018-06-25T18:40:00.000Z,Monday,THEFT-OTHER UNDER $5000,OTHER THEFT U/5000,221XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",6:40 pm,49.1992265,-122.5775593
527820,5452370,1134089,2018-14309,2018,2018-06-25T00:00:00.000Z,2018-06-25T19:11:00.000Z,Saturday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,217XX,MOUNTAINVIEW CRES,MAPLE RIDGE,"Jun 25, 2018",7:11 pm,49.2234836,-122.6182168
524630,5452010,1134090,2018-14310,2018,2018-06-25T00:00:00.000Z,2018-06-25T20:07:00.000Z,Monday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,202XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 25, 2018",8:07 pm,49.1992265,-122.5775593
533050,5449110,1134091,2018-14321,2018,2018-06-25T00:00:00.000Z,2018-06-25T22:48:00.000Z,Monday,BREAK & ENTER-RESIDENCE,BREAK & ENTER - RES,105XX,BAKER PL,MAPLE RIDGE,"Jun 25, 2018",10:48 pm,49.1940624,-122.546233
529600,5451660,1134097,2018-14360,2018,2018-06-26T00:00:00.000Z,2018-06-26T11:05:00.000Z,Tuesday,MISCHIEF $5000 OR UNDER,MISCHIEF TO PROPERTY,227XX,LOUGHEED HWY,MAPLE RIDGE,"Jun 26, 2018",11:05 am,49.1992265,-122.5775593
528430,5451530,1134098,2018-14361,2018,2018-06-26T00:00:00.000Z,2018-06-26T11:06:00.000Z,Sunday,THEFT FROM MV UNDER $5000,THEFT FROM VEHICLE,221XX,CLIFF AVE,MAPLE RIDGE,"Jun 26, 2018",11:06 am,49.2159398,-122.6111911
